Organism	Kingdom	Group	SubGroup	Size(Mb)	GC%	Genes	Proteins
Enterobacteria phage HK544	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.040155	49.8	63	63
Enterobacteria phage HK629	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.047288	49.6	69	69
Enterobacteria phage HK630	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.04709	50.1	69	69
Enterobacteria phage HK633	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.041528	49.7	67	67
Enterobacteria phage HK97	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.039732	49.8	62	61
Enterobacteria phage HX01	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.169158	37.6	62	62
Enterobacteria phage Hgal1	Viruses	ssRNA viruses	Leviviridae	0.003562	47.9	4	4
Enterobacteria phage I2-2	Viruses	ssDNA viruses	Inoviridae	0.006744	42.7	9	9
Enterobacteria phage ID18 sensu lato	Viruses	ssDNA viruses	Microviridae	0.005486	45.2	11	11
Enterobacteria phage ID2 Moscow/ID/2001	Viruses	ssDNA viruses	Microviridae	0.005486	45.8	11	11
Enterobacteria phage IME08	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.172253	39.6	255	253
Enterobacteria phage IME10	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.039646	47.5	27	27
Enterobacteria phage If1	Viruses	ssDNA viruses	Inoviridae	0.008454	43.7	10	10
Enterobacteria phage Ike	Viruses	ssDNA viruses	Inoviridae	0.006883	40.5	10	10
Enterobacteria phage J8-65	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.040981	55.7	47	47
Enterobacteria phage JL1	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.043457	54.8	60	60
Enterobacteria phage JS10	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.171451	39.5	268	265
Enterobacteria phage JS98	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.170523	39.5	269	266
Enterobacteria phage JSE	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.166418	40.5	277	277
Enterobacteria phage JenK1	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.060747	43.9	86	86
Enterobacteria phage JenP1	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.060754	43.2	87	87
Enterobacteria phage JenP2	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.059802	43.2	87	87
Enterobacteria phage K1-5	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.044385	45.2	52	52
Enterobacteria phage K1E	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.045251	45.1	62	62
Enterobacteria phage K1F	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.039704	49.8	43	43
Enterobacteria phage K30	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.04094	51.4	49	49
Enterobacteria phage M	Viruses	ssRNA viruses	Leviviridae	0.003405	48.0	4	4
Enterobacteria phage M13	Viruses	ssDNA viruses	Inoviridae	0.006407	40.7	10	10
Enterobacteria phage MS2	Viruses	ssRNA viruses	Leviviridae	0.003569	52.1	4	4
Enterobacteria phage Min27	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.063395	49.5	86	83
Enterobacteria phage Mu	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.036717	52.1	55	55
Enterobacteria phage N15	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.046375	51.2	60	60
Enterobacteria phage NJ01	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.077448	42.0	109	109
Enterobacteria phage P1	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.0948	47.3	117	110
Enterobacteria phage P2	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.033593	50.2	43	43
Enterobacteria phage P22	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.041724	47.1	74	72
Enterobacteria phage P4	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.011624	49.5	19	14
Enterobacteria phage P88	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.035814	52.9	53	53
Enterobacteria phage PRD1	Viruses	dsDNA viruses - no RNA stage	Tectiviridae	0.014927	48.1	31	31
Enterobacteria phage Phi1	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.16427	40.5	276	276
Enterobacteria phage Phieco32	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.077554	42.3	128	128
Enterobacteria phage PsP3	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.030636	52.8	42	42
Enterobacteria phage QL01	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.170527	39.6	274	275
Enterobacteria phage Qbeta	Viruses	ssRNA viruses	Leviviridae	0.004215	48.5	4	4
Enterobacteria phage RB14	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.165429	35.3	274	274
Enterobacteria phage RB16	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.176788	43.5	272	270
Enterobacteria phage RB32	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.16589	35.3	270	270
Enterobacteria phage RB43	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.1805	43.2	292	292
Enterobacteria phage RB49	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.164018	40.4	279	279
Enterobacteria phage RB51	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.168394	35.3	274	273
Enterobacteria phage RB69	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.16756	37.7	275	273
Enterobacteria phage SP6	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.043769	47.2	52	52
Enterobacteria phage SSL2009a	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.044899	54.7	67	67
Enterobacteria phage ST104	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.041391	47.4	63	63
Enterobacteria phage Sf101	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.038742	47.4	66	66
Enterobacteria phage SfI	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.038389	50.1	68	65
Enterobacteria phage SfMu	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.037146	51.9	55	55
Enterobacteria phage SfV	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.037074	50.8	53	53
Enterobacteria phage St-1	Viruses	ssDNA viruses	Microviridae	0.006094	45.2	11	11
Enterobacteria phage T1	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.048836	45.6	78	78
Enterobacteria phage T3	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.038208	49.9	56	55
Enterobacteria phage T4	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.168903	35.3	288	278
Enterobacteria phage T7	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.039937	48.4	60	60
Enterobacteria phage UAB_Phi78	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.043931	47.4	58	58
Enterobacteria phage VT2phi_272	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.065955	50.1	88	83
Enterobacteria phage WA13 sensu lato	Viruses	ssDNA viruses	Microviridae	0.006068	44.8	10	10
Enterobacteria phage WPhi	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.032684	51.7	45	44
Enterobacteria phage YYZ-2008	Viruses	unclassified phages	unclassified	0.054896	51.1	75	75
Enterobacteria phage alpha3	Viruses	ssDNA viruses	Microviridae	0.006087	45.2	10	10
Enterobacteria phage cdtI	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.047021	49.1	60	60
Enterobacteria phage fd	Viruses	ssDNA viruses	Inoviridae	0.006408	40.9	10	10
Enterobacteria phage fiAA91-ss	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.033628	51.9	42	40
Enterobacteria phage ime09	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.166499	35.7	277	268
Enterobacteria phage lambda	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.048502	49.9	92	73
Enterobacteria phage mEp043 c-1	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.04278	50.8	72	69
Enterobacteria phage mEp235	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.037595	50.0	61	61
Enterobacteria phage mEp237	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.044375	51.4	63	63
Enterobacteria phage mEp460	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.04451	50.9	59	59
Enterobacteria phage mEpX1	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.041567	49.3	66	66
Enterobacteria phage mEpX2	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.038759	50.1	67	67
Enterobacteria phage phi80	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.04615	0	0	0
Enterobacteria phage phi92	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.148612	37.4	309	250
Enterobacteria phage phiEcoM-GJ1	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.052975	44.0	76	75
Enterobacteria phage phiK	Viruses	ssDNA viruses	Microviridae	0.006089	44.9	10	10
Enterobacteria phage phiP27	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.042575	49.4	60	58
Enterobacteria phage phiX174 sensu lato	Viruses	ssDNA viruses	Microviridae	0.005386	44.8	11	11
Enterobacteria phage vB_EcoM-FV3	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.136947	43.7	223	218
Enterobacteria phage vB_EcoM-VR7	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.169285	40.3	294	293
Enterobacteria phage vB_EcoM_ACG-C40	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.167396	35.2	292	282
Enterobacteria phage vB_EcoM_VR20	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.170336	40.4	288	286
Enterobacteria phage vB_EcoM_VR25	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.170822	40.4	295	293
Enterobacteria phage vB_EcoM_VR26	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.171541	40.2	292	291
Enterobacteria phage vB_EcoM_VR5	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.170473	39.3	273	271
Enterobacteria phage vB_EcoP_ACG-C91	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.043731	45.3	56	56
Enterobacteria phage vB_EcoS_ACG-M12	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.046054	43.5	79	78
Enterobacteria phage vB_EcoS_Rogue1	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.045805	44.2	75	74
Enterobacteria phage vB_KleM-RaK2	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.345809	31.7	541	534
Enterobacterial phage mEp213	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.04412	51.0	74	74
Enterobacterial phage mEp234	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.039578	49.6	61	61
Enterobacterial phage mEp390	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.040029	51.7	59	59
Enterobacteriaphage UAB_Phi87	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.087603	38.9	188	147
Enterococcus phage BC611	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.053996	40.4	88	87
Enterococcus phage ECP3	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.145518	35.9	225	220
Enterococcus phage EF62phi	Viruses	unclassified phages	unclassified	0.030505	32.7	48	48
Enterococcus phage EFAP-1	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.021115	36.7	24	24
Enterococcus phage EFC-1	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.040286	35.0	59	59
Enterococcus phage EFDG1	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.147589	37.2	258	210
Enterococcus phage EFLK1	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.130952	35.9	271	209
Enterococcus phage EFRM31	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.016945	34.6	23	23
Enterococcus phage EfaCPT1	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.040923	34.6	69	69
Enterococcus phage IME-EF4	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.040692	34.6	60	60
Enterococcus phage IME-EFm1	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.042597	35.2	70	70
Enterococcus phage IME-EFm5	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.042265	35.5	70	70
Enterococcus phage IME_EF3	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.041687	34.6	69	69
Enterococcus phage VD13	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.055726	40.0	89	88
Enterococcus phage phiEF24C	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.142072	35.7	226	221
Enterococcus phage phiEf11	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.042822	34.4	65	65
Enterococcus phage phiFL1A	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.038764	34.0	61	61
Enterococcus phage phiFL2A	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.03627	34.6	63	63
Enterococcus phage phiFL3A	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.039576	34.5	64	64
Enterococcus phage phiFL4A	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.037856	37.8	55	55
Enterococcus phage vB_Efae230P-4	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.017972	32.8	25	25
Enterococcus phage vB_IME195	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.018607	33.2	27	27
Enterococcus phage vB_IME196	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.038886	35.0	57	57
Enterococcus phage vB_IME197	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.041307	34.0	70	70
Enterococcus phage vB_IME198	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.058	40.0	95	95
Enterovirus	Viruses	ssRNA viruses	Picornaviridae	0.007376	0	0	0
Enterovirus A	Viruses	ssRNA viruses	Picornaviridae	0.007413	47.9	1	1
Enterovirus B	Viruses	ssRNA viruses	Picornaviridae	0.007389	47.2	2	1
Enterovirus C	Viruses	ssRNA viruses	Picornaviridae	0.00744	46.3	1	1
Enterovirus D	Viruses	ssRNA viruses	Picornaviridae	0.00739	42.8	1	1
Enterovirus E	Viruses	ssRNA viruses	Picornaviridae	0.007414	49.3	1	1
Enterovirus F	Viruses	ssRNA viruses	Picornaviridae	0.007397	50.5	1	1
Enterovirus G	Viruses	ssRNA viruses	Picornaviridae	0.007388	45.7	1	1
Enterovirus H	Viruses	ssRNA viruses	Picornaviridae	0.007374	42.9	1	1
Enterovirus J	Viruses	ssRNA viruses	Picornaviridae	0.007379	45.3	1	1
Enzootic nasal tumour virus of goats	Viruses	Retro-transcribing viruses	Retroviridae	0.007448	41.6	4	4
Epinephelus tauvina nervous necrosis virus	Viruses	ssRNA viruses	Nodaviridae	0.004536	52.4527	3	3
Epinotia aporema granulovirus	Viruses	dsDNA viruses - no RNA stage	Baculoviridae	0.119082	41.5	132	132
Epiphyas postvittana nucleopolyhedrovirus	Viruses	dsDNA viruses - no RNA stage	Baculoviridae	0.118584	40.7	137	136
Epirus cherry virus	Viruses	ssRNA viruses	unclassified	0.004757	53.0887	3	3
Epizootic haematopoietic necrosis virus	Viruses	dsDNA viruses - no RNA stage	Iridoviridae	0.127011	54.1	100	100
Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey)	Viruses	dsRNA viruses	Reoviridae	0.019405	42.1526	10	10
Epsilonpapillomavirus 1	Viruses	dsDNA viruses - no RNA stage	Papillomaviridae	0.007841	44.2	6	6
Equid herpesvirus 1	Viruses	dsDNA viruses - no RNA stage	Herpesviridae	0.150224	56.7	80	80
Equid herpesvirus 2	Viruses	dsDNA viruses - no RNA stage	Herpesviridae	0.184439	57.5	79	78
Equid herpesvirus 3	Viruses	dsDNA viruses - no RNA stage	Herpesviridae	0.151601	68.1	80	80
Equid herpesvirus 4	Viruses	dsDNA viruses - no RNA stage	Herpesviridae	0.145597	50.5	79	79
Equid herpesvirus 5	Viruses	dsDNA viruses - no RNA stage	Herpesviridae	0.18238	54.7	79	79
Equid herpesvirus 8	Viruses	dsDNA viruses - no RNA stage	Herpesviridae	0.149332	54.4	81	81
Equid herpesvirus 9	Viruses	dsDNA viruses - no RNA stage	Herpesviridae	0.148371	56.1	80	80
Equine arteritis virus	Viruses	ssRNA viruses	Arteriviridae	0.012704	51.7	9	10
Equine foamy virus	Viruses	Retro-transcribing viruses	Retroviridae	0.012035	39.8	5	5
Equine hepacivirus JPN3/JAPAN/2013	Viruses	ssRNA viruses	Flaviviridae	0.009355	50.4	1	1
Equine infectious anemia virus	Viruses	Retro-transcribing viruses	Retroviridae	0.008359	38.7	4	4
Equine mastadenovirus B	Viruses	dsDNA viruses - no RNA stage	Adenoviridae	0.03309	0	0	0
Equine papillomavirus 2	Viruses	dsDNA viruses - no RNA stage	Papillomaviridae	0.007802	56.1	6	6
Equine papillomavirus type 6	Viruses	dsDNA viruses - no RNA stage	Papillomaviridae	0.007551	51.3	7	7
Equine pegivirus 1	Viruses	ssRNA viruses	Flaviviridae	0.011197	58.1	1	1
Equine polyomavirus	Viruses	dsDNA viruses - no RNA stage	Polyomaviridae	0.004987	44.6	5	5
Equine rhinitis A virus	Viruses	ssRNA viruses	Picornaviridae	0.007734	46.5	2	2
Equine rhinitis B virus	Viruses	ssRNA viruses	Picornaviridae	0.008828	0	0	0
Equus asinus papillomavirus AA-2014	Viruses	dsDNA viruses - no RNA stage	Papillomaviridae	0.007467	50.1	5	5
Equus caballus papillomavirus 3	Viruses	dsDNA viruses - no RNA stage	Papillomaviridae	0.007582	50.9	7	7
Equus ferus caballus papillomavirus type 4	Viruses	dsDNA viruses - no RNA stage	Papillomaviridae	0.007554	54.9	7	7
Equus ferus caballus papillomavirus type 5	Viruses	dsDNA viruses - no RNA stage	Papillomaviridae	0.007519	50.2	7	7
Equus ferus caballus papillomavirus type 7	Viruses	dsDNA viruses - no RNA stage	Papillomaviridae	0.007619	52.5	7	7
Eragrostis curvula streak virus	Viruses	ssDNA viruses	Geminiviridae	0.002754	48.9	3	3
Eragrostis minor streak virus	Viruses	ssDNA viruses	Geminiviridae	0.002689	51.7	4	4
Eragrostis streak virus	Viruses	ssDNA viruses	Geminiviridae	0.002746	51.3	3	3
Erectites yellow mosaic virus	Viruses	ssDNA viruses	Geminiviridae	0.002751	42.9	6	6
Erectites yellow mosaic virus satellite DNA beta	Viruses	Satellites	unclassified	0.001342	39.5	1	1
Erethizon dorsatum papillomavirus 1	Viruses	dsDNA viruses - no RNA stage	Papillomaviridae	0.007428	44.8	7	7
Erinaceus europaeus papillomavirus 1	Viruses	dsDNA viruses - no RNA stage	Papillomaviridae	0.008256	41.8	7	7
Erinnyis ello granulovirus	Viruses	dsDNA viruses - no RNA stage	Baculoviridae	0.102759	38.7	130	130
Erwinia amylovora phage Era103	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.045445	49.8	53	53
Erwinia phage ENT90	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.029564	55.8	60	60
Erwinia phage Ea35-70	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.271084	49.9	319	318
Erwinia phage Ea9-2	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.075568	47.0	101	94
Erwinia phage FE44	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.03986	48.6	51	51
Erwinia phage PEp14	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.060714	62.8	64	64
Erwinia phage PhiEaH1	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.218339	52.3	241	241
Erwinia phage phiEa100	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.045554	49.7	51	51
Erwinia phage phiEa104	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.084565	43.8	144	118
Erwinia phage phiEa21-4	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.084576	43.8	144	118
Erwinia phage phiEa2809	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.16216	50.3	146	145
Erwinia phage phiEaH2	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.24305	51.3	262	262
Erwinia phage phiEt88	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.047279	47.3	69	68
Erwinia phage vB_EamM-Y2	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.056621	44.2	92	92
Erwinia phage vB_EamP-L1	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.039282	51.9	51	51
Erwinia phage vB_EamP-S6	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.074669	52.1	115	115
Erysimum latent virus	Viruses	ssRNA viruses	Tymoviridae	0.006035	50.8	3	3
Erysipelothrix phage SE-1	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.034997	34.0	43	43
Erysiphe cichoracearum endornavirus	Viruses	dsRNA viruses	Endornaviridae	0.011907	43.9	1	1
Escherichia Stx1 converting phage	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.059866	49.7	166	167
Escherichia phage 121Q	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.348532	34.1	618	611
Escherichia phage 172-1	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.077266	42.0	130	130
Escherichia phage 2 JES-2013	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.13691	43.6	224	220
Escherichia phage ADB-2	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.050552	45.6	78	78
Escherichia phage APCEc01	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.168771	37.7	274	272
Escherichia phage Akfv33	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.108853	38.9	184	160
Escherichia phage Av-05	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.120938	40.0	209	209
Escherichia phage CICC 80001	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.03881	48.8	49	49
Escherichia phage Cba120	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.157304	44.5	208	204
Escherichia phage D108	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.037235	51.8	57	57
Escherichia phage EB49	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.04718	44.0	76	74
Escherichia phage EC6	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.086231	38.9	136	136
Escherichia phage ECBP1	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.069855	42.7	84	82
Escherichia phage ECBP2	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.077315	42.4	121	120
Escherichia phage ECBP5	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.045403	45.9	62	62
Escherichia phage ECML-117	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.066854	46.2	94	94
Escherichia phage ECML-134	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.166783	35.4	270	270
Escherichia phage ECML-4	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.157308	45.0	203	198
Escherichia phage Eps7	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.111382	39.9	171	170
Escherichia phage HK578	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.043741	54.5	60	60
Escherichia phage HK639	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.049576	52.5	76	76
Escherichia phage HK75	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.036661	50.2	58	58
Escherichia phage HY01	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.166977	35.5	257	255
Escherichia phage HY02	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.086252	38.9	125	125
Escherichia phage JH2	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.087712	38.8	131	131
Escherichia phage Jk06	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.046072	44.0	82	82
Escherichia phage K1-dep(1)	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.041632	51.2	50	50
Escherichia phage K1-dep(4)	Viruses	dsDNA viruses - no RNA stage	Siphoviridae	0.043587	51.1	52	52
Escherichia phage KBNP1711	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.076184	42.4	126	126
Escherichia phage Lw1	Viruses	dsDNA viruses - no RNA stage	Myoviridae	0.176227	43.5	274	273
Escherichia phage N4	Viruses	dsDNA viruses - no RNA stage	Podoviridae	0.070153	41.3	72	72
